doc_id,item,category,amount,price,discount
6e716e9ae678,Mr Proper,Бытовая химия,5,2490,0.0
6e716e9ae678,Швабра,Хозтовары,4,6729,0.0
6e716e9ae678,Швабра,Хозтовары,2,9919,0.0
6e716e9ae678,Губка для посуды,Хозтовары,5,447,0.0
6e716e9ae678,Швабра,Хозтовары,2,6205,0.0
497a69234c6d,Плед,Текстиль,3,14628,0.0
497a69234c6d,Ведро,Хозтовары,5,6832,0.0
497a69234c6d,Lenor,Бытовая химия,3,3808,0.0
497a69234c6d,Кастрюля,Посуда,1,12006,0.0
497a69234c6d,Губка для посуды,Хозтовары,5,512,0.0
497a69234c6d,Мусорные пакеты,Хозтовары,2,1835,0.0
497a69234c6d,Полотенце,Текстиль,3,3090,1076.11
33763bdcb97b,Ведро,Хозтовары,2,3281,0.0
33763bdcb97b,Плед,Текстиль,3,19520,0.0
33763bdcb97b,Плед,Текстиль,2,12298,0.0
33763bdcb97b,Mr Proper,Бытовая химия,3,1401,0.0
33763bdcb97b,Lenor,Бытовая химия,4,2635,0.0
33763bdcb97b,Мусорные пакеты,Хозтовары,4,1301,0.0
33763bdcb97b,Domestos,Бытовая химия,4,2416,0.0
3f0d074c372e,Набор тарелок,Посуда,2,6307,0.0
3f0d074c372e,Domestos,Бытовая химия,5,1430,0.0
3f0d074c372e,Domestos,Бытовая химия,3,1825,0.0
3f0d074c372e,Fairy,Бытовая химия,1,983,0.0
3f0d074c372e,Ariel,Бытовая химия,4,6163,2571.73
e248bc55a37f,Набор тарелок,Посуда,5,14330,10351.05
e248bc55a37f,Плед,Текстиль,1,13880,0.0
e248bc55a37f,Fairy,Бытовая химия,1,849,0.0
e248bc55a37f,Постельное белье,Текстиль,4,32826,21820.03
61df93983ed5,Кастрюля,Посуда,3,13154,3775.75
61df93983ed5,Ведро,Хозтовары,3,6739,3648.23
61df93983ed5,Ведро,Хозтовары,2,2576,0.0
61df93983ed5,Набор тарелок,Посуда,4,5443,0.0
61df93983ed5,Ведро,Хозтовары,2,4552,0.0
151f658164d3,Набор тарелок,Посуда,2,7524,2576.02
151f658164d3,Шторы,Текстиль,5,37815,30959.17
9a24b281dbf2,Швабра,Хозтовары,2,9728,0.0
9a24b281dbf2,Разделочная доска,Кухонная утварь,3,3990,0.0
e5a28d9d5a13,Полотенце,Текстиль,2,5354,0.0
e5a28d9d5a13,Lenor,Бытовая химия,5,1811,0.0
e5a28d9d5a13,Сковорода,Посуда,4,13885,2797.68
e5a28d9d5a13,Ведро,Хозтовары,3,2760,1127.93
e5a28d9d5a13,Мусорные пакеты,Хозтовары,2,1208,142.75
4f86c15353fc,Губка для посуды,Хозтовары,1,785,0.0
4f86c15353fc,Шторы,Текстиль,5,49365,0.0
e608bf1cf51d,Lenor,Бытовая химия,1,2284,0.0
e608bf1cf51d,Постельное белье,Текстиль,2,20590,5963.98
e608bf1cf51d,Кружка,Посуда,3,3457,1468.25
e608bf1cf51d,Сковорода,Посуда,5,10854,5065.0
e608bf1cf51d,Сковорода,Посуда,1,7293,0.0
62f7a908d774,Нож кухонный,Кухонная утварь,1,7157,0.0
dc0c4ec9ef68,Ведро,Хозтовары,2,2249,0.0
dc0c4ec9ef68,Контейнер для еды,Кухонная утварь,2,2542,0.0
dc0c4ec9ef68,Сковорода,Посуда,3,13923,0.0
dc0c4ec9ef68,Сковорода,Посуда,2,7075,1640.83
bec589c20e09,Мусорные пакеты,Хозтовары,5,695,0.0
bec589c20e09,Набор тарелок,Посуда,4,13412,10095.65
bec589c20e09,Швабра,Хозтовары,3,6537,2425.33
ba6e825afd9c,Шторы,Текстиль,5,18436,0.0
ba6e825afd9c,Сковорода,Посуда,3,17823,0.0
ba6e825afd9c,Ведро,Хозтовары,2,6113,0.0
ba6e825afd9c,Швабра,Хозтовары,1,8534,0.0
ba6e825afd9c,Набор тарелок,Посуда,1,9531,919.8
ba6e825afd9c,Контейнер для еды,Кухонная утварь,4,2238,0.0
87884331439c,Разделочная доска,Кухонная утварь,1,2483,0.0
87884331439c,Mr Proper,Бытовая химия,3,2040,0.0
87884331439c,Ariel,Бытовая химия,5,5569,0.0
87884331439c,Плед,Текстиль,5,15290,0.0
1702c865b123,Мусорные пакеты,Хозтовары,5,1882,0.0
1702c865b123,Кастрюля,Посуда,5,17673,0.0
1702c865b123,Контейнер для еды,Кухонная утварь,2,1288,351.73
1cd71aa8948b,Швабра,Хозтовары,4,6330,0.0
