doc_id,item,category,amount,price,discount
b932389c019c,Плед,Текстиль,5,14325,0.0
6d76cc3ff408,Контейнер для еды,Кухонная утварь,5,911,0.0
6d76cc3ff408,Швабра,Хозтовары,4,9379,0.0
6d76cc3ff408,Fairy,Бытовая химия,3,743,0.0
5cea4079a688,Lenor,Бытовая химия,5,3914,3088.73
5cea4079a688,Полотенце,Текстиль,5,4034,1747.43
5cea4079a688,Мусорные пакеты,Хозтовары,4,1955,0.0
5cea4079a688,Ведро,Хозтовары,3,4500,0.0
5cea4079a688,Ведро,Хозтовары,4,2741,0.0
379a81d28914,Кастрюля,Посуда,3,10051,0.0
069599f3a3ac,Fairy,Бытовая химия,4,820,0.0
32a504d9f7b0,Fairy,Бытовая химия,1,1168,0.0
32a504d9f7b0,Контейнер для еды,Кухонная утварь,2,2330,470.52
883a577acf84,Мусорные пакеты,Хозтовары,1,781,0.0
883a577acf84,Сковорода,Посуда,1,15406,0.0
883a577acf84,Губка для посуды,Хозтовары,4,365,0.0
993451e93fa6,Контейнер для еды,Кухонная утварь,3,2106,0.0
993451e93fa6,Губка для посуды,Хозтовары,4,471,0.0
993451e93fa6,Постельное белье,Текстиль,5,19608,0.0
993451e93fa6,Кружка,Посуда,2,3618,0.0
993451e93fa6,Полотенце,Текстиль,2,4041,631.54
993451e93fa6,Набор тарелок,Посуда,2,14994,0.0
39fe7a0abca2,Контейнер для еды,Кухонная утварь,2,2325,0.0
39fe7a0abca2,Швабра,Хозтовары,2,9366,0.0
08cf1e40e564,Набор тарелок,Посуда,2,10125,2706.87
08cf1e40e564,Lenor,Бытовая химия,5,1915,0.0
08cf1e40e564,Контейнер для еды,Кухонная утварь,5,1963,0.0
08cf1e40e564,Набор тарелок,Посуда,4,8222,0.0
08cf1e40e564,Полотенце,Текстиль,3,3428,0.0
08cf1e40e564,Набор тарелок,Посуда,5,7239,6537.51
08cf1e40e564,Ведро,Хозтовары,1,2025,240.98
18d85245e7d2,Швабра,Хозтовары,1,10302,0.0
18d85245e7d2,Швабра,Хозтовары,2,6725,2091.87
18d85245e7d2,Швабра,Хозтовары,1,4994,454.53
b71580b3ccab,Постельное белье,Текстиль,1,20780,0.0
b71580b3ccab,Разделочная доска,Кухонная утварь,3,3428,906.0
03e491ba6f5c,Mr Proper,Бытовая химия,2,1825,0.0
03e491ba6f5c,Нож кухонный,Кухонная утварь,4,6315,0.0
03e491ba6f5c,Кружка,Посуда,4,1367,0.0
03e491ba6f5c,Контейнер для еды,Кухонная утварь,5,2065,1998.23
03e491ba6f5c,Кружка,Посуда,1,3888,693.25
03e491ba6f5c,Полотенце,Текстиль,1,5487,0.0
8b2d3c4b3425,Постельное белье,Текстиль,3,15683,0.0
