doc_id,item,category,amount,price,discount
e8b7a41c087f,Губка для посуды,Хозтовары,2,335,0.0
15682d93ee26,Fairy,Бытовая химия,5,700,0.0
15682d93ee26,Мусорные пакеты,Хозтовары,3,1179,0.0
15682d93ee26,Плед,Текстиль,5,16860,15215.18
15682d93ee26,Lenor,Бытовая химия,1,2853,0.0
15682d93ee26,Ведро,Хозтовары,4,2059,0.0
15682d93ee26,Нож кухонный,Кухонная утварь,3,9188,0.0
e481303d2110,Плед,Текстиль,3,16886,0.0
e481303d2110,Ведро,Хозтовары,2,5527,0.0
e481303d2110,Швабра,Хозтовары,4,10065,0.0
4bed7f7075f6,Контейнер для еды,Кухонная утварь,5,2018,1478.31
6a697691370c,Швабра,Хозтовары,1,10229,0.0
6a697691370c,Разделочная доска,Кухонная утварь,2,1807,422.34
6a697691370c,Кастрюля,Посуда,3,17108,0.0
6a697691370c,Ariel,Бытовая химия,3,5094,0.0
6a697691370c,Полотенце,Текстиль,5,3547,1694.85
6a697691370c,Ведро,Хозтовары,2,6485,716.6
6a697691370c,Набор тарелок,Посуда,1,12329,0.0
e4840d3fe2fc,Мусорные пакеты,Хозтовары,4,1996,878.48
e4840d3fe2fc,Контейнер для еды,Кухонная утварь,4,2629,555.05
92dbc5b95955,Кастрюля,Посуда,1,8435,0.0
92dbc5b95955,Плед,Текстиль,5,18838,0.0
92dbc5b95955,Швабра,Хозтовары,4,9908,2247.21
92dbc5b95955,Швабра,Хозтовары,5,9037,6842.4
92dbc5b95955,Кружка,Посуда,4,2291,0.0
92dbc5b95955,Набор тарелок,Посуда,3,7247,0.0
92dbc5b95955,Ariel,Бытовая химия,3,6031,0.0
1ee148ba6a38,Полотенце,Текстиль,4,5116,3289.33
19b47745fba6,Нож кухонный,Кухонная утварь,5,9423,4389.4
19b47745fba6,Губка для посуды,Хозтовары,4,820,0.0
19b47745fba6,Плед,Текстиль,5,13942,0.0
68dd1d0c15f4,Разделочная доска,Кухонная утварь,4,4511,0.0
68dd1d0c15f4,Сковорода,Посуда,1,17646,1830.77
68dd1d0c15f4,Набор тарелок,Посуда,5,11751,0.0
68dd1d0c15f4,Контейнер для еды,Кухонная утварь,4,2919,0.0
68dd1d0c15f4,Кружка,Посуда,5,2136,1932.88
68dd1d0c15f4,Нож кухонный,Кухонная утварь,2,5593,1834.84
2dcbd5ec3fee,Нож кухонный,Кухонная утварь,3,9477,4644.0
2dcbd5ec3fee,Ariel,Бытовая химия,2,6443,2090.15
2dcbd5ec3fee,Сковорода,Посуда,1,15417,0.0
2dcbd5ec3fee,Mr Proper,Бытовая химия,3,1245,0.0
2dcbd5ec3fee,Губка для посуды,Хозтовары,3,654,0.0
86ee059c588d,Постельное белье,Текстиль,5,16322,0.0
2fcc58d2c74d,Кружка,Посуда,1,3036,0.0
2fcc58d2c74d,Lenor,Бытовая химия,2,3553,0.0
2fcc58d2c74d,Сковорода,Посуда,2,15407,0.0
2fcc58d2c74d,Набор тарелок,Посуда,2,12524,3363.19
2fcc58d2c74d,Губка для посуды,Хозтовары,5,631,0.0
2fcc58d2c74d,Fairy,Бытовая химия,2,926,0.0
195643be363a,Ariel,Бытовая химия,1,3922,0.0
420ba307e1a7,Губка для посуды,Хозтовары,2,581,0.0
420ba307e1a7,Domestos,Бытовая химия,1,2485,463.44
420ba307e1a7,Шторы,Текстиль,3,33841,0.0
420ba307e1a7,Кружка,Посуда,3,2114,0.0
420ba307e1a7,Кружка,Посуда,5,3496,0.0
2e07171e5884,Сковорода,Посуда,2,11158,3658.37
2e07171e5884,Сковорода,Посуда,5,10183,5083.74
2e07171e5884,Губка для посуды,Хозтовары,2,744,0.0
2e07171e5884,Контейнер для еды,Кухонная утварь,3,2094,0.0
2e07171e5884,Ariel,Бытовая химия,4,6305,2330.52
2e07171e5884,Швабра,Хозтовары,5,11182,4845.93
2e07171e5884,Сковорода,Посуда,3,16499,0.0
c999b556ffb9,Lenor,Бытовая химия,1,2756,0.0
c999b556ffb9,Постельное белье,Текстиль,5,13583,0.0
c999b556ffb9,Нож кухонный,Кухонная утварь,5,3192,2066.42
24657b3ac913,Ведро,Хозтовары,5,4018,2559.2
24657b3ac913,Ariel,Бытовая химия,5,6976,0.0
24657b3ac913,Постельное белье,Текстиль,1,30980,0.0
24657b3ac913,Разделочная доска,Кухонная утварь,2,4444,0.0
24657b3ac913,Нож кухонный,Кухонная утварь,1,10119,0.0
24657b3ac913,Полотенце,Текстиль,1,2574,0.0
fc59d37695cb,Lenor,Бытовая химия,5,1986,0.0
fc59d37695cb,Губка для посуды,Хозтовары,2,738,0.0
fc59d37695cb,Шторы,Текстиль,1,23451,0.0
fc59d37695cb,Domestos,Бытовая химия,5,1931,0.0
fc59d37695cb,Губка для посуды,Хозтовары,3,382,0.0
5c38a54c5514,Плед,Текстиль,2,15387,5675.95
6f8339df5fd1,Ведро,Хозтовары,5,2771,0.0
6f8339df5fd1,Полотенце,Текстиль,3,3279,0.0
6f8339df5fd1,Fairy,Бытовая химия,2,757,0.0
6f8339df5fd1,Сковорода,Посуда,5,8141,0.0
6f8339df5fd1,Шторы,Текстиль,5,16504,9008.65
6f8339df5fd1,Кастрюля,Посуда,3,12329,7363.04
644338e71215,Полотенце,Текстиль,4,4803,0.0
644338e71215,Контейнер для еды,Кухонная утварь,2,1741,0.0
9d506d1b9e3e,Нож кухонный,Кухонная утварь,4,6627,0.0
9d506d1b9e3e,Кастрюля,Посуда,4,11583,6909.5
9d506d1b9e3e,Mr Proper,Бытовая химия,4,1451,0.0
9d506d1b9e3e,Кружка,Посуда,4,1360,0.0
9d506d1b9e3e,Мусорные пакеты,Хозтовары,4,681,0.0
9d506d1b9e3e,Кастрюля,Посуда,4,15578,0.0
9d506d1b9e3e,Постельное белье,Текстиль,2,22321,0.0
c12b777e165f,Мусорные пакеты,Хозтовары,3,979,0.0
c12b777e165f,Нож кухонный,Кухонная утварь,1,5281,524.0
c12b777e165f,Плед,Текстиль,3,18029,0.0
c12b777e165f,Шторы,Текстиль,1,43836,2876.69
e70a857ef45e,Fairy,Бытовая химия,3,753,0.0
44a746bcc83b,Набор тарелок,Посуда,1,10911,0.0
44a746bcc83b,Fairy,Бытовая химия,3,1136,0.0
44a746bcc83b,Полотенце,Текстиль,5,5968,4597.29
44a746bcc83b,Ведро,Хозтовары,5,5351,0.0
44a746bcc83b,Domestos,Бытовая химия,3,1468,0.0
5be448f2acbc,Mr Proper,Бытовая химия,1,1799,0.0
5be448f2acbc,Швабра,Хозтовары,2,5627,0.0
5be448f2acbc,Контейнер для еды,Кухонная утварь,2,955,0.0
5be448f2acbc,Ведро,Хозтовары,1,2920,0.0
