doc_id,item,category,amount,price,discount
e5c9f036b67a,Fairy,Бытовая химия,2,874,156.3
e5c9f036b67a,Fairy,Бытовая химия,4,1024,0.0
e5c9f036b67a,Полотенце,Текстиль,4,5566,0.0
e5c9f036b67a,Mr Proper,Бытовая химия,3,1588,293.86
e5c9f036b67a,Ariel,Бытовая химия,1,3572,0.0
9060e7a4c4bf,Нож кухонный,Кухонная утварь,5,11240,6044.07
9060e7a4c4bf,Разделочная доска,Кухонная утварь,2,2653,0.0
9060e7a4c4bf,Швабра,Хозтовары,2,8348,1571.96
9060e7a4c4bf,Lenor,Бытовая химия,1,2757,0.0
9060e7a4c4bf,Сковорода,Посуда,2,7978,3040.24
9060e7a4c4bf,Сковорода,Посуда,2,8518,0.0
332a71c2c7ec,Набор тарелок,Посуда,1,8876,0.0
332a71c2c7ec,Полотенце,Текстиль,5,4593,0.0
332a71c2c7ec,Lenor,Бытовая химия,5,3710,0.0
332a71c2c7ec,Набор тарелок,Посуда,4,7445,5364.33
332a71c2c7ec,Кастрюля,Посуда,3,8255,0.0
332a71c2c7ec,Сковорода,Посуда,3,9360,1901.84
637a428d0bd5,Ведро,Хозтовары,5,6374,3529.14
637a428d0bd5,Полотенце,Текстиль,5,2517,762.01
637a428d0bd5,Fairy,Бытовая химия,5,749,0.0
637a428d0bd5,Полотенце,Текстиль,1,5477,945.05
637a428d0bd5,Швабра,Хозтовары,5,7501,0.0
637a428d0bd5,Кастрюля,Посуда,1,19501,2141.8
e3916b8df59c,Контейнер для еды,Кухонная утварь,5,1384,496.62
e3916b8df59c,Кружка,Посуда,3,2591,0.0
e3916b8df59c,Набор тарелок,Посуда,3,14507,0.0
e3916b8df59c,Разделочная доска,Кухонная утварь,3,3809,0.0
e3916b8df59c,Контейнер для еды,Кухонная утварь,4,1975,0.0
e3916b8df59c,Мусорные пакеты,Хозтовары,2,722,0.0
e3916b8df59c,Mr Proper,Бытовая химия,1,1837,147.47
540782c51e63,Сковорода,Посуда,5,15679,10148.99
540782c51e63,Сковорода,Посуда,3,15689,0.0
804174530258,Fairy,Бытовая химия,3,1170,0.0
2a55a4022419,Швабра,Хозтовары,3,9581,0.0
5c47415b2820,Разделочная доска,Кухонная утварь,5,3850,3731.31
5c47415b2820,Губка для посуды,Хозтовары,2,834,0.0
5c47415b2820,Ведро,Хозтовары,3,5202,0.0
5c47415b2820,Сковорода,Посуда,3,6022,0.0
5c47415b2820,Ведро,Хозтовары,5,2554,0.0
5c47415b2820,Разделочная доска,Кухонная утварь,5,2943,0.0
a99e6dd24b73,Lenor,Бытовая химия,5,3552,0.0
a99e6dd24b73,Полотенце,Текстиль,4,5175,2439.52
a99e6dd24b73,Ariel,Бытовая химия,1,4478,0.0
cd11a8470be8,Domestos,Бытовая химия,3,1808,812.48
cd11a8470be8,Контейнер для еды,Кухонная утварь,4,2079,0.0
cd11a8470be8,Полотенце,Текстиль,2,2606,0.0
cd11a8470be8,Шторы,Текстиль,1,40772,0.0
cd11a8470be8,Полотенце,Текстиль,5,3830,0.0
cd11a8470be8,Губка для посуды,Хозтовары,4,656,0.0
fba582a8b8ea,Губка для посуды,Хозтовары,4,836,213.2
fba582a8b8ea,Полотенце,Текстиль,5,2655,0.0
fba582a8b8ea,Плед,Текстиль,2,18413,0.0
fba582a8b8ea,Нож кухонный,Кухонная утварь,5,5385,4624.0
fba582a8b8ea,Кастрюля,Посуда,5,13526,0.0
7cebb6a079ca,Сковорода,Посуда,4,6625,0.0
7cebb6a079ca,Кружка,Посуда,2,3934,0.0
7cebb6a079ca,Разделочная доска,Кухонная утварь,3,4262,1240.04
7cebb6a079ca,Ведро,Хозтовары,2,2126,214.45
7cebb6a079ca,Контейнер для еды,Кухонная утварь,1,2956,0.0
7cebb6a079ca,Fairy,Бытовая химия,2,708,0.0
a43d43ab06bb,Domestos,Бытовая химия,2,1856,0.0
a43d43ab06bb,Швабра,Хозтовары,1,4218,0.0
a43d43ab06bb,Mr Proper,Бытовая химия,1,1984,0.0
a43d43ab06bb,Domestos,Бытовая химия,4,2352,0.0
a43d43ab06bb,Mr Proper,Бытовая химия,4,1291,0.0
a43d43ab06bb,Мусорные пакеты,Хозтовары,5,1287,0.0
c3267d9bd218,Fairy,Бытовая химия,2,1196,0.0
df2abc330a0b,Плед,Текстиль,5,7125,0.0
df2abc330a0b,Шторы,Текстиль,3,16893,0.0
df2abc330a0b,Шторы,Текстиль,4,39375,30696.05
df2abc330a0b,Кастрюля,Посуда,3,14017,0.0
709a15c07aa1,Швабра,Хозтовары,2,9420,0.0
0ac9c9d282b5,Fairy,Бытовая химия,5,823,468.75
0ac9c9d282b5,Сковорода,Посуда,5,7287,0.0
0ac9c9d282b5,Шторы,Текстиль,3,48410,0.0
0ac9c9d282b5,Mr Proper,Бытовая химия,5,2219,0.0
302094b6d626,Плед,Текстиль,5,18806,10355.0
302094b6d626,Швабра,Хозтовары,3,4036,1527.9
302094b6d626,Мусорные пакеты,Хозтовары,5,1883,0.0
302094b6d626,Контейнер для еды,Кухонная утварь,1,1377,0.0
dc5ede1ddde2,Разделочная доска,Кухонная утварь,4,3778,0.0
dc5ede1ddde2,Плед,Текстиль,5,17788,0.0
dc5ede1ddde2,Нож кухонный,Кухонная утварь,1,8008,0.0
dc5ede1ddde2,Кастрюля,Посуда,2,18547,0.0
dc5ede1ddde2,Губка для посуды,Хозтовары,2,568,207.4
71fba4673899,Постельное белье,Текстиль,4,26953,0.0
71fba4673899,Mr Proper,Бытовая химия,4,1177,0.0
71fba4673899,Domestos,Бытовая химия,3,2094,630.82
71fba4673899,Ведро,Хозтовары,1,3301,0.0
6b4e1378c15f,Fairy,Бытовая химия,4,1102,0.0
