doc_id,item,category,amount,price,discount
3b6c0e77dbdf,Fairy,Бытовая химия,4,1141,0.0
2515e5e77483,Полотенце,Текстиль,2,4142,646.6
2515e5e77483,Кружка,Посуда,3,3095,0.0
2515e5e77483,Нож кухонный,Кухонная утварь,5,3558,2866.59
2515e5e77483,Набор тарелок,Посуда,3,7090,0.0
2515e5e77483,Domestos,Бытовая химия,3,1352,0.0
2515e5e77483,Lenor,Бытовая химия,4,3859,0.0
570bd085aa19,Губка для посуды,Хозтовары,3,338,0.0
225c77aaed2c,Сковорода,Посуда,4,13676,0.0
225c77aaed2c,Lenor,Бытовая химия,3,3364,0.0
225c77aaed2c,Нож кухонный,Кухонная утварь,5,11205,3242.53
a7566f5f056c,Fairy,Бытовая химия,2,880,0.0
a7566f5f056c,Сковорода,Посуда,1,9291,0.0
a7566f5f056c,Сковорода,Посуда,5,17815,0.0
a7566f5f056c,Ведро,Хозтовары,3,4652,2520.41
a7566f5f056c,Разделочная доска,Кухонная утварь,1,3067,0.0
a7566f5f056c,Мусорные пакеты,Хозтовары,3,1248,0.0
a7566f5f056c,Постельное белье,Текстиль,2,32216,0.0
e8694e3d0f6a,Domestos,Бытовая химия,3,2434,408.44
7a4c3bac0295,Ariel,Бытовая химия,2,3841,1448.7
7a4c3bac0295,Разделочная доска,Кухонная утварь,1,2832,0.0
febd7e3424ba,Lenor,Бытовая химия,3,2719,0.0
febd7e3424ba,Губка для посуды,Хозтовары,5,557,0.0
febd7e3424ba,Mr Proper,Бытовая химия,2,2026,0.0
febd7e3424ba,Fairy,Бытовая химия,3,817,0.0
febd7e3424ba,Швабра,Хозтовары,2,4638,0.0
1d3d74a749dc,Fairy,Бытовая химия,5,929,406.44
1d3d74a749dc,Кружка,Посуда,1,1439,116.35
70217470f9de,Контейнер для еды,Кухонная утварь,4,2467,0.0
70217470f9de,Мусорные пакеты,Хозтовары,3,1743,529.61
70217470f9de,Плед,Текстиль,4,17404,0.0
70217470f9de,Mr Proper,Бытовая химия,5,1723,1403.92
70217470f9de,Ведро,Хозтовары,3,3865,1776.52
70217470f9de,Разделочная доска,Кухонная утварь,3,2537,0.0
b9d32494e27e,Швабра,Хозтовары,2,10761,0.0
b9d32494e27e,Шторы,Текстиль,1,29987,0.0
b9d32494e27e,Плед,Текстиль,5,17879,0.0
5982e09e6c91,Постельное белье,Текстиль,4,20222,5940.05
5982e09e6c91,Губка для посуды,Хозтовары,4,837,0.0
4ecc1ca63af1,Сковорода,Посуда,3,16869,9535.51
b783260ec135,Mr Proper,Бытовая химия,4,2003,0.0
1042144c6051,Шторы,Текстиль,2,40748,0.0
1042144c6051,Fairy,Бытовая химия,5,1020,0.0
1042144c6051,Полотенце,Текстиль,3,4157,0.0
1042144c6051,Губка для посуды,Хозтовары,2,394,62.97
1042144c6051,Плед,Текстиль,1,19002,2674.64
1042144c6051,Плед,Текстиль,1,19626,0.0
c4842eaba5b7,Mr Proper,Бытовая химия,5,1844,0.0
c4842eaba5b7,Domestos,Бытовая химия,1,1796,0.0
c4842eaba5b7,Постельное белье,Текстиль,4,30920,0.0
c4842eaba5b7,Mr Proper,Бытовая химия,4,2072,1297.51
c4842eaba5b7,Набор тарелок,Посуда,3,9554,0.0
c4842eaba5b7,Ведро,Хозтовары,3,2637,1571.83
c4842eaba5b7,Сковорода,Посуда,2,9943,0.0
b5ae5872f1e6,Сковорода,Посуда,5,7709,0.0
b5ae5872f1e6,Сковорода,Посуда,4,15906,4246.21
4be8045bd79f,Шторы,Текстиль,4,35160,12887.07
4be8045bd79f,Кружка,Посуда,5,2231,1963.42
4be8045bd79f,Контейнер для еды,Кухонная утварь,4,1220,0.0
4be8045bd79f,Контейнер для еды,Кухонная утварь,1,1257,217.98
4be8045bd79f,Шторы,Текстиль,5,46559,29631.91
4be8045bd79f,Шторы,Текстиль,1,41108,0.0
4be8045bd79f,Сковорода,Посуда,4,16497,3654.65
b20c2f25a97e,Ведро,Хозтовары,3,2774,0.0
