doc_id,item,category,amount,price,discount
20fa9c106caf,Ведро,Хозтовары,1,3420,0.0
20fa9c106caf,Сковорода,Посуда,1,12187,2413.46
20fa9c106caf,Шторы,Текстиль,3,49233,0.0
20fa9c106caf,Кастрюля,Посуда,4,21546,0.0
20fa9c106caf,Кружка,Посуда,3,1377,472.26
a13e87238e1a,Плед,Текстиль,1,16313,1238.95
a13e87238e1a,Fairy,Бытовая химия,5,1161,0.0
bd0e44e22217,Шторы,Текстиль,5,44567,0.0
bd0e44e22217,Ariel,Бытовая химия,2,5054,1236.97
bd0e44e22217,Нож кухонный,Кухонная утварь,2,7680,2956.31
bd0e44e22217,Швабра,Хозтовары,2,4099,750.76
cac1f7e7bac1,Мусорные пакеты,Хозтовары,2,535,200.96
cac1f7e7bac1,Шторы,Текстиль,1,27763,0.0
cac1f7e7bac1,Нож кухонный,Кухонная утварь,2,6231,0.0
cac1f7e7bac1,Кастрюля,Посуда,4,15356,11560.28
ea8eb60a67cd,Нож кухонный,Кухонная утварь,3,11544,3871.05
ea8eb60a67cd,Fairy,Бытовая химия,4,911,634.86
ea8eb60a67cd,Ariel,Бытовая химия,1,6662,0.0
ea8eb60a67cd,Губка для посуды,Хозтовары,5,646,408.73
ea8eb60a67cd,Mr Proper,Бытовая химия,3,1902,850.17
ea8eb60a67cd,Набор тарелок,Посуда,3,10119,0.0
ea8eb60a67cd,Lenor,Бытовая химия,2,3900,0.0
c7fede3e6c77,Кружка,Посуда,3,2869,0.0
c7fede3e6c77,Плед,Текстиль,1,12989,2030.5
c7fede3e6c77,Плед,Текстиль,3,7039,0.0
c7fede3e6c77,Lenor,Бытовая химия,4,1818,0.0
c7fede3e6c77,Ведро,Хозтовары,4,4560,2364.47
c7fede3e6c77,Губка для посуды,Хозтовары,4,485,0.0
c7fede3e6c77,Domestos,Бытовая химия,1,1499,0.0
bb9227fe5ac1,Ведро,Хозтовары,1,2964,0.0
ccb7972dffdc,Швабра,Хозтовары,1,9721,0.0
ccb7972dffdc,Lenor,Бытовая химия,4,3202,1863.78
ccb7972dffdc,Постельное белье,Текстиль,5,29271,0.0
ccb7972dffdc,Полотенце,Текстиль,4,3744,0.0
ccb7972dffdc,Ariel,Бытовая химия,5,3725,984.15
d393ac74b31d,Кружка,Посуда,2,2199,813.86
d393ac74b31d,Набор тарелок,Посуда,1,14624,0.0
d393ac74b31d,Контейнер для еды,Кухонная утварь,1,848,0.0
d393ac74b31d,Разделочная доска,Кухонная утварь,5,3559,0.0
1d19c9d3f967,Швабра,Хозтовары,5,11449,0.0
4e3b6074aea0,Мусорные пакеты,Хозтовары,1,868,0.0
4e3b6074aea0,Постельное белье,Текстиль,2,12629,3679.93
4e3b6074aea0,Кружка,Посуда,2,3061,0.0
4e3b6074aea0,Кастрюля,Посуда,3,8871,2216.28
4e3b6074aea0,Разделочная доска,Кухонная утварь,4,3079,0.0
4e3b6074aea0,Швабра,Хозтовары,2,4203,772.48
4e3b6074aea0,Mr Proper,Бытовая химия,4,1920,0.0
35e510becd99,Разделочная доска,Кухонная утварь,3,4268,1928.44
7b0c2420e26e,Контейнер для еды,Кухонная утварь,1,1641,0.0
7b0c2420e26e,Губка для посуды,Хозтовары,2,781,240.54
c0ab65865afd,Кружка,Посуда,3,3966,762.53
c0ab65865afd,Швабра,Хозтовары,3,4558,0.0
c0ab65865afd,Lenor,Бытовая химия,5,2964,0.0
c0ab65865afd,Сковорода,Посуда,2,11224,0.0
c0ab65865afd,Нож кухонный,Кухонная утварь,5,6000,0.0
dafc1e23e67f,Кастрюля,Посуда,1,8931,1686.77
1dde850c2f3c,Mr Proper,Бытовая химия,2,1196,304.21
1dde850c2f3c,Набор тарелок,Посуда,2,14298,0.0
1dde850c2f3c,Швабра,Хозтовары,4,6685,0.0
1dde850c2f3c,Domestos,Бытовая химия,2,1751,0.0
53865458f9ca,Сковорода,Посуда,1,16645,2856.4
53865458f9ca,Губка для посуды,Хозтовары,2,338,0.0
53865458f9ca,Ariel,Бытовая химия,5,3851,0.0
53865458f9ca,Шторы,Текстиль,3,47268,23809.67
53865458f9ca,Плед,Текстиль,2,16965,6306.77
53865458f9ca,Набор тарелок,Посуда,3,9491,0.0
fc44187bad35,Ведро,Хозтовары,2,5226,1758.98
fc44187bad35,Fairy,Бытовая химия,4,930,0.0
fc44187bad35,Кастрюля,Посуда,2,16055,0.0
fc44187bad35,Fairy,Бытовая химия,1,1171,0.0
fc44187bad35,Ведро,Хозтовары,4,3477,0.0
fc44187bad35,Fairy,Бытовая химия,3,1155,0.0
fc44187bad35,Набор тарелок,Посуда,2,9129,0.0
b48d62df4dbd,Мусорные пакеты,Хозтовары,4,1578,1222.01
b48d62df4dbd,Контейнер для еды,Кухонная утварь,2,1714,0.0
b48d62df4dbd,Мусорные пакеты,Хозтовары,2,1860,734.95
b48d62df4dbd,Губка для посуды,Хозтовары,4,860,0.0
b48d62df4dbd,Кастрюля,Посуда,4,10841,0.0
6bcb55f03c92,Mr Proper,Бытовая химия,1,2120,0.0
46bbe0092bd1,Ariel,Бытовая химия,5,6590,5604.01
46bbe0092bd1,Ведро,Хозтовары,3,3685,0.0
46bbe0092bd1,Набор тарелок,Посуда,2,6985,0.0
46bbe0092bd1,Ведро,Хозтовары,1,4524,0.0
46bbe0092bd1,Набор тарелок,Посуда,3,14277,0.0
46bbe0092bd1,Набор тарелок,Посуда,2,10061,0.0
93c0a07e8944,Ведро,Хозтовары,5,5411,1698.32
93c0a07e8944,Набор тарелок,Посуда,5,14451,0.0
93c0a07e8944,Ведро,Хозтовары,3,6342,2020.99
