doc_id,item,category,amount,price,discount
32c3dffeba27,Сковорода,Посуда,3,13148,0.0
32c3dffeba27,Кастрюля,Посуда,5,8144,7155.43
32c3dffeba27,Кастрюля,Посуда,1,10994,0.0
32c3dffeba27,Кастрюля,Посуда,5,19212,0.0
3781915c2541,Нож кухонный,Кухонная утварь,3,9745,0.0
3781915c2541,Контейнер для еды,Кухонная утварь,4,2729,0.0
3781915c2541,Разделочная доска,Кухонная утварь,4,4403,0.0
3781915c2541,Постельное белье,Текстиль,4,12696,0.0
3781915c2541,Полотенце,Текстиль,3,3286,0.0
3781915c2541,Мусорные пакеты,Хозтовары,4,657,239.73
36378dcf15ea,Контейнер для еды,Кухонная утварь,5,2649,0.0
36378dcf15ea,Ведро,Хозтовары,2,2884,0.0
36378dcf15ea,Domestos,Бытовая химия,2,2445,0.0
36378dcf15ea,Кружка,Посуда,5,3699,3289.19
36378dcf15ea,Lenor,Бытовая химия,4,2066,0.0
35fcff2b8887,Сковорода,Посуда,1,9138,0.0
fc58c28d0a00,Набор тарелок,Посуда,3,12423,0.0
fc58c28d0a00,Шторы,Текстиль,4,45836,0.0
fc58c28d0a00,Fairy,Бытовая химия,5,942,0.0
ff4af0e52726,Шторы,Текстиль,5,18936,13286.23
ff4af0e52726,Швабра,Хозтовары,4,11768,6934.38
cfc2282bfd89,Lenor,Бытовая химия,2,2657,0.0
cfc2282bfd89,Контейнер для еды,Кухонная утварь,2,2182,340.59
cfc2282bfd89,Губка для посуды,Хозтовары,5,900,0.0
8b14cb530eb7,Шторы,Текстиль,2,38336,0.0
8b14cb530eb7,Ведро,Хозтовары,5,2063,0.0
c4f23d96314e,Lenor,Бытовая химия,5,2770,0.0
aa306281da8b,Fairy,Бытовая химия,4,1123,0.0
50a293669cc6,Кружка,Посуда,3,1966,467.03
50a293669cc6,Сковорода,Посуда,3,14333,0.0
50a293669cc6,Кастрюля,Посуда,5,15167,0.0
50a293669cc6,Швабра,Хозтовары,5,4775,0.0
50a293669cc6,Lenor,Бытовая химия,1,2961,212.81
366b6752ada4,Lenor,Бытовая химия,2,3872,892.39
e9b47093a490,Разделочная доска,Кухонная утварь,4,4169,2752.99
e9b47093a490,Кружка,Посуда,1,1385,117.8
27d5aad7b921,Domestos,Бытовая химия,5,2059,0.0
