doc_id,item,category,amount,price,discount
4f7f035ea09b,Шторы,Текстиль,2,18594,0.0
4f7f035ea09b,Lenor,Бытовая химия,4,2410,0.0
4f7f035ea09b,Плед,Текстиль,5,11629,0.0
4f7f035ea09b,Нож кухонный,Кухонная утварь,1,5592,0.0
e3fd8b12165c,Сковорода,Посуда,4,13792,6770.1
e3fd8b12165c,Кастрюля,Посуда,2,13628,0.0
e3fd8b12165c,Постельное белье,Текстиль,4,27215,0.0
6d3579fee9fb,Полотенце,Текстиль,1,4975,472.26
6d3579fee9fb,Разделочная доска,Кухонная утварь,4,3859,2822.71
25428c2d647a,Fairy,Бытовая химия,1,1149,60.6
25428c2d647a,Lenor,Бытовая химия,4,3677,0.0
25428c2d647a,Губка для посуды,Хозтовары,4,425,306.0
5cea99b2b4ca,Постельное белье,Текстиль,3,28579,0.0
80fef93ae253,Сковорода,Посуда,3,15403,3519.11
80fef93ae253,Fairy,Бытовая химия,5,1173,830.52
80fef93ae253,Кастрюля,Посуда,4,21362,0.0
80fef93ae253,Контейнер для еды,Кухонная утварь,1,2579,0.0
80fef93ae253,Набор тарелок,Посуда,3,13186,0.0
80fef93ae253,Lenor,Бытовая химия,1,3466,426.71
f7547658ae6a,Полотенце,Текстиль,2,5804,0.0
f7547658ae6a,Ariel,Бытовая химия,3,5752,0.0
f7547658ae6a,Ariel,Бытовая химия,5,3905,1576.1
781e8b3973bc,Разделочная доска,Кухонная утварь,3,2232,0.0
18436dae6cfd,Lenor,Бытовая химия,1,3911,0.0
18436dae6cfd,Шторы,Текстиль,3,24154,0.0
18436dae6cfd,Ведро,Хозтовары,2,2518,0.0
18436dae6cfd,Набор тарелок,Посуда,4,11179,0.0
18436dae6cfd,Полотенце,Текстиль,3,5951,0.0
6b2503af0410,Губка для посуды,Хозтовары,3,800,448.66
6b2503af0410,Ведро,Хозтовары,4,2932,0.0
75ffccc724eb,Разделочная доска,Кухонная утварь,3,4384,0.0
75ffccc724eb,Нож кухонный,Кухонная утварь,2,11140,0.0
75ffccc724eb,Мусорные пакеты,Хозтовары,3,1869,0.0
ec4b2703c574,Плед,Текстиль,4,14331,0.0
ec4b2703c574,Lenor,Бытовая химия,3,3677,678.5
ec4b2703c574,Постельное белье,Текстиль,5,33069,0.0
ec4b2703c574,Lenor,Бытовая химия,2,1989,618.44
879bac884ee6,Швабра,Хозтовары,5,11884,6371.64
879bac884ee6,Fairy,Бытовая химия,5,843,276.61
879bac884ee6,Ariel,Бытовая химия,1,6914,0.0
6430296ce801,Ariel,Бытовая химия,1,4081,698.11
1be1d956394e,Сковорода,Посуда,1,7385,389.29
1be1d956394e,Кастрюля,Посуда,4,17674,0.0
ca123218a18d,Сковорода,Посуда,1,8316,0.0
ca123218a18d,Нож кухонный,Кухонная утварь,1,5506,0.0
ca123218a18d,Полотенце,Текстиль,3,3096,0.0
ca123218a18d,Швабра,Хозтовары,3,9272,1434.73
d67f455b0fdc,Mr Proper,Бытовая химия,2,1313,0.0
d67f455b0fdc,Сковорода,Посуда,4,14858,0.0
d67f455b0fdc,Плед,Текстиль,3,14721,3916.23
d67f455b0fdc,Разделочная доска,Кухонная утварь,2,3844,0.0
98b0d0f66aad,Губка для посуды,Хозтовары,4,369,0.0
98b0d0f66aad,Fairy,Бытовая химия,3,732,0.0
98b0d0f66aad,Кружка,Посуда,5,3626,0.0
98b0d0f66aad,Швабра,Хозтовары,5,9944,0.0
98b0d0f66aad,Ariel,Бытовая химия,4,6012,1970.23
98b0d0f66aad,Губка для посуды,Хозтовары,5,542,0.0
84f010d372b2,Domestos,Бытовая химия,1,2229,311.39
84f010d372b2,Mr Proper,Бытовая химия,3,1633,0.0
84f010d372b2,Fairy,Бытовая химия,4,775,429.99
84f010d372b2,Контейнер для еды,Кухонная утварь,3,2656,471.9
84f010d372b2,Мусорные пакеты,Хозтовары,5,1792,0.0
57a08036d16f,Шторы,Текстиль,4,28415,0.0
57a08036d16f,Ariel,Бытовая химия,5,5394,0.0
57a08036d16f,Набор тарелок,Посуда,5,10807,0.0
57a08036d16f,Контейнер для еды,Кухонная утварь,1,1646,227.07
458db9f50011,Контейнер для еды,Кухонная утварь,1,2800,0.0
458db9f50011,Нож кухонный,Кухонная утварь,5,11877,0.0
458db9f50011,Контейнер для еды,Кухонная утварь,3,2420,519.03
458db9f50011,Контейнер для еды,Кухонная утварь,3,2117,0.0
a039a4cfcf49,Domestos,Бытовая химия,5,1673,0.0
a039a4cfcf49,Губка для посуды,Хозтовары,4,588,0.0
a039a4cfcf49,Нож кухонный,Кухонная утварь,3,9336,3302.87
a039a4cfcf49,Набор тарелок,Посуда,3,9222,0.0
1e4f71a0ef3a,Контейнер для еды,Кухонная утварь,2,958,0.0
1e4f71a0ef3a,Нож кухонный,Кухонная утварь,3,11211,4674.74
1e4f71a0ef3a,Мусорные пакеты,Хозтовары,4,604,0.0
118e290be3c7,Ariel,Бытовая химия,3,5787,0.0
118e290be3c7,Плед,Текстиль,3,8851,0.0
118e290be3c7,Набор тарелок,Посуда,3,6937,0.0
118e290be3c7,Полотенце,Текстиль,4,4940,0.0
118e290be3c7,Шторы,Текстиль,3,43891,0.0
