doc_id,item,category,amount,price,discount
65c2cfae1aea,Губка для посуды,Хозтовары,1,459,0.0
65c2cfae1aea,Lenor,Бытовая химия,4,2334,670.22
65c2cfae1aea,Fairy,Бытовая химия,2,889,0.0
9c0e55dd1278,Полотенце,Текстиль,3,5737,3340.1
9c0e55dd1278,Сковорода,Посуда,2,9380,0.0
9c0e55dd1278,Кружка,Посуда,2,2969,614.5
9c0e55dd1278,Разделочная доска,Кухонная утварь,1,1951,0.0
9c0e55dd1278,Разделочная доска,Кухонная утварь,5,2786,0.0
9c0e55dd1278,Швабра,Хозтовары,4,4300,0.0
9c0e55dd1278,Fairy,Бытовая химия,2,733,0.0
1c861a324fed,Mr Proper,Бытовая химия,2,2446,0.0
1c861a324fed,Мусорные пакеты,Хозтовары,2,1234,323.18
1c861a324fed,Губка для посуды,Хозтовары,1,693,103.96
1c861a324fed,Плед,Текстиль,2,10132,2638.19
d3ff689d55f4,Lenor,Бытовая химия,4,2032,567.48
d3ff689d55f4,Ведро,Хозтовары,2,2786,0.0
d31ba820eb17,Mr Proper,Бытовая химия,4,1787,0.0
d31ba820eb17,Разделочная доска,Кухонная утварь,4,1552,0.0
d31ba820eb17,Кружка,Посуда,2,1220,0.0
d31ba820eb17,Сковорода,Посуда,3,9421,4194.02
9e1e9093bf21,Мусорные пакеты,Хозтовары,5,974,0.0
9e1e9093bf21,Ведро,Хозтовары,4,2591,0.0
9e1e9093bf21,Шторы,Текстиль,4,18852,0.0
9e1e9093bf21,Мусорные пакеты,Хозтовары,5,1131,0.0
9e1e9093bf21,Губка для посуды,Хозтовары,5,736,0.0
9e1e9093bf21,Шторы,Текстиль,5,27228,0.0
9e1e9093bf21,Шторы,Текстиль,2,35770,0.0
4c2ada6858a7,Кружка,Посуда,1,3722,0.0
4c2ada6858a7,Lenor,Бытовая химия,4,2213,849.04
4c2ada6858a7,Mr Proper,Бытовая химия,2,2131,0.0
b84f44017b4d,Ведро,Хозтовары,4,4602,2851.32
b84f44017b4d,Domestos,Бытовая химия,5,1979,1095.15
b84f44017b4d,Губка для посуды,Хозтовары,2,805,0.0
b84f44017b4d,Domestos,Бытовая химия,4,2062,1034.23
3f74abaac8d0,Постельное белье,Текстиль,4,26938,19020.26
3f74abaac8d0,Контейнер для еды,Кухонная утварь,4,1900,0.0
